Sentence,Hyperbole,Metaphor
"In Central Asia , the Kremlin destroyed four nuclear missiles as part of the superpower treaty eliminating intermediate - range weapons",0,0
"Its theme - - Peter dragging Russia out of the dank Dark Ages - - is vast and lofty , and perhaps only a man who dreamed and drank too much would have had the gumption to cut so wide and deep a swath into the heart of Russia",0,0
"To eat ? '' asks Chang Mi Ok , an elevator operator in Seoul , wrinkling her nose",0,0
"But Judge Cohill disagreed , choosing to examine the substance behind those possible violations",0,0
"On the Cadillac Eldorado convertibles , water or melting snow dripping onto the window switch assembly when the driver 's door is open could cause an electrical short",0,0
"Eastern 's cutbacks have benefited Continental in other ways , the affidavit claims: Roughly 4 % of Eastern 's flying capacity competes with Continental , it says , compared with 9.3 % in January 1987",0,0
Sparrows used to have a rep for selectively attacking yellow crocuses such as `` E.A,0,0
"Previously , Olivetti refused to make such cuts , forcing AT & T 's computer business to absorb the shortfalls",0,0
"Even when trying to right itself , Merrill stumbled",0,0
Racism has gone largely unnoticed as images of Brazilians of all shades dancing the samba at Carnival created a sense of racial harmony,0,0
"As stock arbitragers and other program traders see it , many smaller investors have n't grasped how fundamentally financial markets have changed in recent years",0,0
Whereupon a strong shot of a toilet - bowl deodorizer called `` Shut '' swiftly dissolves the problem,0,0
"Great Western Bank unveiled a bid to escape from the insolvent FSLIC and switch to the FDIC , which would be a blow to the thrift insurer",0,0
Heavy water is used to control and cool the reaction of small research reactors,0,0
"Attorneys and investment bankers for Barclays spent more than a month examining Irving , and Irving expected an offer , the Irving executives said",0,0
"Shares in American Pacific , which were hammered in May because of the big explosion that destroyed the company 's shuttle - fuel chemical plant in Nevada , rebounded somewhat yesterday , closing at 3 1 2 , up 3 8",0,0
Osman Geragandi Koko looked at the mounds of mud above the surface of water covering the flooded shanty town of Jebel Kusha,0,0
"The oil company disclosed earlier yesterday that last week 's fire had damaged a pumping station and conduits , inhibiting the flow of gasoline product into the Colonial Pipeline",0,0
Those pumps are used to inject cooling water into the reactor vessel,0,0
She watched an older couple dancing outside in the restaurant 's courtyard,0,0
"For one thing , it started raining again in mid - July",0,0
They offer a way to absorb extra white - collar workers whom companies feel obliged to retain under lifetime employment practices,0,0
"In northern Botswana , where the poor quality of their ivory protects elephants from poachers , the elephant population is out of control and has eaten and knocked down many square miles of scrubby forest",0,0
"So if a Venezuelan company owes $ 1 million but ca n't pay , the creditor might lend it another $ 1 million , earmarked for repayment of the first loan",0,0
"Finally , after more than a year of complaints , United decided to allow its pilots to fly either the old or new versions of the plane , but not both",0,0
"`` I do n't care who is flying the plane , that 's a long time to go on one engine 25 , 000 feet over water , '' says Gary A. Wagner , an Air Canada pilot who has studied the issue for that airline",0,0
"The company has prepared a 120 - page response , attacking the report 's methods as `` deeply flawed '' and its findings as `` meaningless .",0,0
"These devices complement new drugs that rapidly dissolve heart attack - inducing blood clots , as well as older technologies , such as pacemakers",0,0
"While Mr. McClean had n't fully examined the materials released by Gazelle , he noted that `` the gallium - arsenide market has really been in a chicken - or - egg situation , '' with prices remaining high in part because they are produced in such small volume , and demand curtailed because prices are high",0,0
CO - OPS CONVERTING to condominiums can escape a tax on assets,0,0
The spokesman added that the `` final decision does rest with the board of directors .,0,0
"The reason for Daimler - Benz 's reluctance is that it has enough problems of its own , without absorbing those of aerospace group MBB , through which West Germany owns 37.9 % of Airbus Industrie , the money - draining European airline consortium",0,0
"The amendment did n't cover the National Security Council - LRB - a fact that continues to escape Lawrence Walsh - RRB - , so helping the Contras fell to a few workaholics in the Old Executive Office Building",0,0
"Had not neighbors - - organized by the local Rural Democratic Union , a nationwide organization of private farmers - - helped him to plant in the spring , he would have had to quit farming",0,0
"Mr. LaFree noted that the sentencing disparities were substantial: `` Black men accused of assaulting black women accounted for 45 % of all reported cases , but for only 26 % of all men sentenced to the state penitentiary and for only 17 % of all men who received sentences of six or more years",0,0
"Nearly five million acres of private and government - owned timber , valued at $ 1.2 billion , were destroyed by fire last year , and the timber industry is bracing for the worst this year",0,0
"As usual , consumers will be stuck with the tab: higher prices and less choice",0,0
Almost one - third of the heavy smokers sleep less than six hours,0,0
"The administration tried again in mid - 1987 , suspending military and economic aid to Panama after rioters , led by some government officials , attacked the American Embassy in Panama City",0,0
Japan 's ship designs use traditional superconductors: metal - alloys that must be cooled with expensive liquid helium to minus 269 degrees Celsius,0,0
